日期,开市,最高,最低,关盘,调整后的收市价,成交量
2025年08月13日,3668.66,3688.63,3666.55,3683.46,3683.46,1223346256.0
2025年08月12日,3647.96,3669.04,3647.96,3665.92,3665.92,536600.0
2025年08月11日,3637.05,3656.85,3629.63,3647.55,3647.55,551400.0
2025年08月08日,3634.85,3645.37,3625.45,3635.13,3635.13,526400.0
2025年08月07日,3637.78,3645.12,3622.52,3639.67,3639.67,535500.0
2025年08月06日,3615.81,3634.31,3613.99,3634.0,3634.0,512500.0
2025年08月05日,3588.81,3617.6,3586.97,3617.6,3617.6,499800.0
2025年08月04日,3547.16,3583.31,3547.16,3583.31,3583.31,458600.0
2025年08月01日,3568.26,3581.75,3550.04,3559.95,3559.95,509600.0
2025年07月31日,3604.7,3606.38,3562.61,3573.21,3573.21,654500.0
2025年07月30日,3608.35,3636.17,3593.73,3615.72,3615.72,637200.0
2025年07月29日,3595.81,3611.35,3585.94,3609.71,3609.71,610600.0
2025年07月28日,3594.23,3606.27,3582.15,3597.94,3597.94,594200.0
2025年07月25日,3604.45,3610.03,3586.22,3593.66,3593.66,697200.0
2025年07月24日,3578.91,3608.73,3577.11,3605.73,3605.73,773300.0
2025年07月23日,3588.88,3613.02,3577.59,3582.3,3582.3,767700.0
2025年07月22日,3561.63,3584.72,3547.25,3581.86,3581.86,716200.0
2025年07月21日,3542.82,3560.63,3542.57,3559.79,3559.79,633600.0
2025年07月18日,3519.48,3536.01,3518.23,3534.48,3534.48,493500.0
2025年07月17日,3500.37,3517.28,3499.19,3516.82,3516.82,472200.0
2025年07月16日,3502.9,3511.81,3489.14,3503.78,3503.78,470900.0
2025年07月15日,3519.8,3527.04,3483.38,3505.0,3505.0,572100.0
2025年07月14日,3513.25,3532.12,3513.25,3519.65,3519.65,572100.0
2025年07月11日,3511.36,3555.22,3506.8,3510.18,3510.18,664200.0
2025年07月10日,3491.5,3526.59,3491.5,3509.68,3509.68,564200.0
2025年07月09日,3498.72,3512.67,3491.2,3493.05,3493.05,523900.0
2025年07月08日,3474.63,3499.89,3474.63,3497.48,3497.48,493500.0
2025年07月07日,3467.99,3474.8,3462.79,3473.13,3473.13,436600.0
2025年07月04日,3459.59,3497.23,3455.49,3472.32,3472.32,500200.0
2025年07月03日,3456.15,3463.62,3446.97,3461.15,3461.15,438500.0
2025年07月02日,3458.17,3461.33,3447.96,3454.79,3454.79,498100.0
2025年07月01日,3445.85,3459.59,3441.04,3457.75,3457.75,444400.0
2025年06月30日,3423.47,3447.46,3420.11,3444.43,3444.43,457300.0
2025年06月27日,3450.69,3462.63,3421.04,3424.23,3424.23,523100.0
2025年06月26日,3451.72,3462.75,3446.19,3448.45,3448.45,496500.0
2025年06月25日,3419.09,3459.01,3417.41,3455.97,3455.97,509400.0
2025年06月24日,3380.08,3423.78,3380.08,3420.57,3420.57,461000.0
2025年06月23日,3349.46,3389.45,3347.65,3381.58,3381.58,384600.0
2025年06月20日,3358.91,3370.8,3357.71,3359.9,3359.9,350200.0
2025年06月19日,3384.29,3386.92,3353.94,3362.11,3362.11,415300.0
2025年06月18日,3386.14,3391.71,3369.99,3388.81,3388.81,378700.0
2025年06月17日,3388.18,3393.31,3376.42,3387.41,3387.41,390000.0
2025年06月16日,3369.37,3389.76,3368.88,3388.73,3388.73,405400.0
2025年06月13日,3397.48,3401.55,3370.59,3377.0,3377.0,510100.0
2025年06月12日,3397.97,3408.21,3388.87,3402.66,3402.66,409500.0
2025年06月11日,3385.46,3413.51,3385.46,3402.32,3402.32,424100.0
2025年06月10日,3402.01,3406.45,3365.67,3384.82,3384.82,481600.0
2025年06月09日,3388.78,3402.05,3383.07,3399.77,3399.77,427300.0
2025年06月06日,3384.29,3391.45,3379.76,3385.36,3385.36,380100.0
2025年06月05日,3378.22,3387.76,3371.15,3384.1,3384.1,406300.0
2025年06月04日,3363.39,3379.64,3363.39,3376.2,3376.2,386500.0
2025年06月03日,3340.07,3367.0,3340.07,3361.98,3361.98,398100.0
2025年05月30日,3358.81,3361.27,3341.65,3347.49,3347.49,385600.0
2025年05月29日,3340.4,3368.63,3337.42,3363.45,3363.45,393200.0
2025年05月28日,3341.85,3348.23,3336.73,3339.93,3339.93,341600.0
2025年05月27日,3346.5,3351.57,3332.49,3340.69,3340.69,344100.0
2025年05月26日,3346.56,3362.31,3336.35,3346.84,3346.84,347600.0
2025年05月23日,3376.87,3389.47,3348.37,3348.37,3348.37,400200.0
2025年05月22日,3381.86,3390.59,3376.23,3380.19,3380.19,394200.0
2025年05月21日,3380.21,3394.75,3380.21,3387.57,3387.57,412500.0
2025年05月20日,3371.69,3387.8,3369.96,3380.48,3380.48,405500.0
2025年05月19日,3365.88,3373.6,3356.65,3367.58,3367.58,403100.0
2025年05月16日,3374.71,3380.29,3356.66,3367.46,3367.46,395400.0
2025年05月15日,3398.43,3402.87,3378.02,3380.82,3380.82,424100.0
2025年05月14日,3374.24,3417.31,3368.08,3403.95,3403.95,464900.0
2025年05月13日,3386.23,3386.23,3370.25,3374.87,3374.87,426200.0
2025年05月12日,3352.97,3372.47,3344.27,3369.25,3369.25,418200.0
2025年05月09日,3350.41,3351.22,3335.13,3342.0,3342.0,398900.0
2025年05月08日,3331.21,3359.73,3327.9,3352.0,3352.0,428400.0
2025年05月07日,3354.97,3356.69,3324.81,3342.67,3342.67,511200.0
2025年05月06日,3295.25,3316.45,3286.99,3316.11,3316.11,474400.0
2025年04月30日,3284.08,3292.2,3277.55,3279.03,3279.03,435800.0
2025年04月29日,3281.45,3294.98,3277.63,3286.66,3286.66,389000.0
2025年04月28日,3292.06,3296.93,3279.88,3288.42,3288.42,410700.0
2025年04月25日,3300.39,3305.26,3288.75,3295.06,3295.06,411000.0
2025年04月24日,3295.15,3313.51,3286.24,3297.29,3297.29,392800.0
2025年04月23日,3308.15,3312.19,3293.06,3296.35,3296.35,411600.0
2025年04月22日,3289.17,3311.15,3288.33,3299.76,3299.76,403200.0
2025年04月21日,3273.14,3298.64,3270.01,3291.43,3291.43,379300.0
2025年04月18日,3270.35,3283.09,3262.39,3276.73,3276.73,358800.0
2025年04月17日,3261.72,3285.92,3258.15,3280.34,3280.34,382000.0
2025年04月16日,3267.67,3276.0,3233.79,3276.0,3276.0,429500.0
2025年04月15日,3260.69,3268.99,3246.34,3267.66,3267.66,396700.0
2025年04月14日,3251.98,3272.72,3244.73,3262.81,3262.81,471400.0
2025年04月11日,3219.5,3249.85,3211.35,3238.23,3238.23,475500.0
2025年04月10日,3227.84,3239.94,3201.57,3223.64,3223.64,591200.0
2025年04月09日,3110.01,3186.81,3070.08,3186.81,3186.81,684800.0
2025年04月08日,3094.26,3145.55,3085.12,3145.55,3145.55,662200.0
2025年04月07日,3193.1,3217.78,3040.69,3096.58,3096.58,662200.0
2025年04月03日,3319.61,3358.43,3319.61,3342.01,3342.01,400500.0
2025年04月02日,3344.17,3361.13,3343.12,3350.13,3350.13,350100.0
2025年04月01日,3340.71,3357.62,3338.78,3348.44,3348.44,422600.0
2025年03月31日,3343.34,3361.74,3317.74,3335.75,3335.75,472600.0
2025年03月28日,3372.04,3375.05,3346.08,3351.31,3351.31,412300.0
2025年03月27日,3362.71,3394.03,3351.17,3373.75,3373.75,414800.0
2025年03月26日,3365.67,3382.34,3365.67,3368.7,3368.7,428500.0
2025年03月25日,3370.0,3379.99,3361.05,3369.98,3369.98,456400.0
2025年03月24日,3364.83,3373.69,3340.24,3370.03,3370.03,513300.0
2025年03月21日,3401.76,3414.71,3355.84,3364.83,3364.83,520900.0
2025年03月20日,3425.22,3427.04,3404.66,3408.95,3408.95,451600.0
2025年03月19日,3424.17,3439.05,3414.59,3426.43,3426.43,440300.0
2025年03月18日,3434.56,3437.06,3423.3,3429.76,3429.76,454900.0
2025年03月17日,3430.81,3436.35,3422.46,3426.13,3426.13,515700.0
2025年03月14日,3361.69,3421.23,3360.61,3419.56,3419.56,582700.0
2025年03月13日,3371.09,3377.12,3341.12,3358.73,3358.73,519000.0
2025年03月12日,3385.69,3392.41,3370.22,3371.92,3371.92,502200.0
2025年03月11日,3335.44,3379.83,3334.83,3379.83,3379.83,448500.0
2025年03月10日,3373.26,3375.8,3347.19,3366.16,3366.16,450400.0
2025年03月07日,3373.18,3390.94,3363.93,3372.55,3372.55,517700.0
2025年03月06日,3353.57,3387.05,3348.68,3381.1,3381.1,540000.0
2025年03月05日,3324.7,3342.71,3314.15,3341.97,3341.97,461000.0
2025年03月04日,3300.5,3327.82,3297.53,3324.21,3324.21,430000.0
2025年03月03日,3328.4,3349.02,3304.59,3316.93,3316.93,502400.0
2025年02月28日,3374.66,3383.19,3318.72,3320.9,3320.9,568300.0
2025年02月27日,3378.45,3388.78,3353.57,3388.06,3388.06,575800.0
2025年02月26日,3351.21,3380.21,3351.21,3380.21,3380.21,554000.0
2025年02月25日,3345.65,3369.56,3337.84,3346.04,3346.04,527600.0
2025年02月24日,3374.08,3384.81,3355.87,3373.03,3373.03,598200.0
2025年02月21日,3356.7,3381.06,3339.03,3379.11,3379.11,608200.0
2025年02月20日,3347.59,3355.56,3338.03,3350.78,3350.78,504400.0
2025年02月19日,3320.78,3352.09,3320.58,3351.54,3351.54,502900.0
2025年02月18日,3348.98,3366.01,3314.3,3324.49,3324.49,562700.0
2025年02月17日,3355.42,3357.12,3333.2,3355.83,3355.83,589500.0
2025年02月14日,3328.48,3349.08,3322.53,3346.72,3346.72,532300.0
2025年02月13日,3343.24,3359.18,3332.48,3332.48,3332.48,568600.0
2025年02月12日,3312.26,3346.39,3310.39,3346.39,3346.39,513400.0
2025年02月11日,3323.67,3324.17,3304.44,3318.06,3318.06,511900.0
2025年02月10日,3308.04,3325.36,3299.24,3322.17,3322.17,546600.0
2025年02月07日,3269.23,3324.43,3262.51,3303.67,3303.67,600600.0
2025年02月06日,3226.57,3271.43,3225.85,3270.66,3270.66,460800.0
2025年02月05日,3270.16,3271.02,3220.28,3229.49,3229.49,406400.0
2025年01月27日,3256.61,3274.39,3250.6,3250.6,3250.6,387500.0
2025年01月24日,3222.88,3260.01,3221.71,3252.63,3252.63,398700.0
2025年01月23日,3237.6,3273.52,3229.57,3230.16,3230.16,458200.0
2025年01月22日,3235.49,3235.5,3203.38,3213.62,3213.62,364800.0
2025年01月21日,3256.83,3258.61,3229.07,3242.62,3242.62,384600.0
2025年01月20日,3256.15,3268.26,3238.12,3244.38,3244.38,403300.0
2025年01月17日,3226.76,3256.51,3219.77,3241.82,3241.82,383600.0
2025年01月16日,3239.03,3265.28,3217.1,3236.03,3236.03,430700.0
2025年01月15日,3234.72,3245.9,3222.24,3227.12,3227.12,404700.0
2025年01月14日,3165.16,3245.22,3159.43,3240.94,3240.94,469200.0
2025年01月13日,3148.83,3172.7,3140.98,3160.75,3160.75,372700.0
2025年01月10日,3211.71,3220.11,3168.52,3168.52,3168.52,403700.0
2025年01月09日,3220.72,3228.97,3205.91,3211.39,3211.39,382900.0
2025年01月08日,3218.86,3246.29,3175.73,3230.17,3230.17,472900.0
2025年01月07日,3203.31,3230.85,3190.46,3229.64,3229.64,409700.0
2025年01月06日,3209.78,3219.49,3185.46,3206.92,3206.92,431000.0
2025年01月03日,3267.08,3273.57,3205.78,3211.43,3211.43,517600.0
2025年01月02日,3347.94,3351.72,3242.09,3262.56,3262.56,561400.0
2024年12月31日,3406.97,3413.46,3351.76,3351.76,3351.76,502700.0
2024年12月30日,3395.4,3412.84,3394.97,3407.33,3407.33,455300.0
2024年12月27日,3397.29,3418.95,3388.32,3400.14,3400.14,500500.0
2024年12月26日,3389.34,3401.09,3380.25,3398.08,3398.08,422200.0
2024年12月25日,3395.11,3406.21,3374.01,3393.35,3393.35,471300.0
2024年12月24日,3353.53,3394.9,3352.95,3393.53,3393.53,472000.0
2024年12月23日,3367.9,3384.99,3348.28,3351.26,3351.26,556700.0
2024年12月20日,3364.48,3390.62,3362.82,3368.07,3368.07,491000.0
2024年12月19日,3355.9,3377.53,3346.47,3370.03,3370.03,513900.0
2024年12月18日,3371.3,3396.46,3371.3,3382.21,3382.21,512500.0
2024年12月17日,3381.81,3396.21,3357.77,3361.49,3361.49,568900.0
2024年12月16日,3390.08,3401.93,3376.54,3386.33,3386.33,625600.0
2024年12月13日,3442.93,3442.93,3390.75,3391.88,3391.88,777500.0
2024年12月12日,3432.28,3464.12,3425.98,3461.5,3461.5,700100.0
2024年12月11日,3416.09,3437.81,3416.09,3432.49,3432.49,681500.0
2024年12月10日,3490.29,3494.87,3417.76,3422.66,3422.66,794700.0
2024年12月09日,3402.63,3426.65,3385.96,3402.53,3402.53,694900.0
2024年12月06日,3370.94,3418.26,3364.21,3404.08,3404.08,698200.0
2024年12月05日,3353.06,3377.05,3353.06,3368.85,3368.85,543900.0
2024年12月04日,3376.57,3388.02,3352.94,3364.65,3364.65,621000.0
2024年12月03日,3366.28,3386.62,3348.37,3378.81,3378.81,663000.0
2024年12月02日,3328.48,3369.3,3323.01,3363.98,3363.98,668500.0
2024年11月29日,3295.21,3357.5,3293.69,3326.46,3326.46,580200.0
2024年11月28日,3308.28,3319.26,3290.36,3295.7,3295.7,512000.0
2024年11月27日,3250.59,3309.88,3227.35,3309.78,3309.78,511200.0
2024年11月26日,3256.86,3285.33,3252.87,3259.76,3259.76,472200.0
2024年11月25日,3274.88,3285.46,3232.92,3263.76,3263.76,538900.0
2024年11月22日,3368.04,3372.0,3267.19,3267.19,3267.19,630700.0
2024年11月21日,3362.94,3378.52,3348.85,3370.4,3370.4,530300.0
2024年11月20日,3337.68,3375.25,3333.0,3367.99,3367.99,566200.0
2024年11月19日,3324.88,3346.76,3284.13,3346.01,3346.01,625000.0
2024年11月18日,3344.69,3386.9,3309.01,3323.85,3323.85,744000.0
2024年11月15日,3369.81,3391.32,3330.73,3330.73,3330.73,630300.0
2024年11月14日,3429.5,3441.77,3376.15,3379.84,3379.84,631600.0
2024年11月13日,3406.92,3442.3,3404.52,3439.28,3439.28,673700.0
2024年11月12日,3469.89,3489.42,3402.04,3421.97,3421.97,817900.0
2024年11月11日,3432.37,3471.12,3416.73,3470.07,3470.07,818000.0
2024年11月08日,3502.13,3509.82,3443.19,3452.3,3452.3,964000.0
2024年11月07日,3359.99,3470.66,3356.26,3470.66,3470.66,959600.0
2024年11月06日,3395.22,3421.0,3367.08,3383.81,3383.81,895900.0
2024年11月05日,3306.81,3386.99,3302.05,3386.99,3386.99,821100.0
2024年11月04日,3275.68,3310.21,3263.84,3310.21,3310.21,665100.0
2024年11月01日,3275.58,3305.32,3258.74,3272.01,3272.01,852100.0
2024年10月31日,3267.98,3295.74,3252.39,3279.82,3279.82,784600.0
2024年10月30日,3273.64,3291.68,3244.81,3266.24,3266.24,669000.0
2024年10月29日,3328.09,3340.46,3284.21,3286.41,3286.41,725300.0
2024年10月28日,3300.46,3322.2,3279.72,3322.2,3322.2,672400.0
2024年10月25日,3280.76,3319.36,3276.13,3299.7,3299.7,595700.0
2024年10月24日,3287.82,3292.95,3266.88,3280.26,3280.26,519800.0
2024年10月23日,3285.25,3331.08,3277.07,3302.8,3302.8,650400.0
2024年10月22日,3263.82,3294.96,3255.14,3285.87,3285.87,574900.0
2024年10月21日,3276.06,3300.66,3239.1,3268.11,3268.11,668200.0
2024年10月18日,3165.98,3313.98,3152.82,3261.56,3261.56,693000.0
2024年10月17日,3220.73,3241.57,3169.38,3169.38,3169.38,528600.0
2024年10月16日,3169.17,3236.85,3167.74,3202.95,3202.95,515800.0
2024年10月15日,3265.75,3285.22,3201.29,3201.29,3201.29,566100.0
2024年10月14日,3241.43,3294.62,3203.9,3284.32,3284.32,631500.0
2024年10月11日,3287.87,3297.75,3187.99,3217.74,3217.74,606000.0
2024年10月10日,3277.69,3379.8,3228.12,3301.93,3301.93,834500.0
2024年10月09日,3427.22,3437.16,3249.16,3258.86,3258.86,992800.0
2024年10月08日,3674.41,3674.41,3372.19,3489.77,3489.77,1313500.0
2024年09月30日,3194.72,3358.59,3153.7,3336.5,3336.5,1102300.0
2024年09月27日,3049.1,3087.53,3017.45,3087.53,3087.53,492300.0
2024年09月26日,2893.75,3000.95,2889.01,3000.95,3000.95,576300.0
2024年09月25日,2901.42,2952.45,2889.05,2896.31,2896.31,568300.0
2024年09月24日,2770.75,2863.15,2761.37,2863.13,2863.13,477600.0
2024年09月23日,2735.39,2760.48,2731.36,2748.92,2748.92,257600.0
2024年09月20日,2734.23,2741.16,2717.95,2736.81,2736.81,285600.0
2024年09月19日,2723.21,2747.74,2697.78,2736.02,2736.02,315200.0
2024年09月18日,2705.34,2724.11,2689.7,2717.28,2717.28,247800.0
2024年09月13日,2718.99,2728.78,2703.37,2704.09,2704.09,251300.0
2024年09月12日,2722.14,2734.68,2716.55,2717.12,2717.12,240100.0
2024年09月11日,2732.73,2732.73,2710.62,2721.79,2721.79,242300.0
2024年09月10日,2737.88,2750.12,2718.63,2744.19,2744.19,262200.0
2024年09月09日,2754.72,2756.56,2726.97,2736.49,2736.49,261500.0
2024年09月06日,2791.76,2804.09,2765.64,2765.81,2765.81,253600.0
2024年09月05日,2785.26,2796.02,2777.47,2788.31,2788.31,242000.0
2024年09月04日,2786.5,2800.61,2781.94,2784.28,2784.28,257500.0
2024年09月03日,2809.17,2814.9,2794.91,2802.98,2802.98,275700.0
2024年09月02日,2832.35,2839.28,2810.37,2811.03,2811.03,340700.0
2024年08月30日,2819.65,2867.97,2817.01,2842.21,2842.21,397500.0
2024年08月29日,2829.45,2831.43,2815.38,2823.11,2823.11,277500.0
2024年08月28日,2844.33,2852.56,2830.96,2837.43,2837.43,228700.0
2024年08月27日,2850.88,2853.78,2843.16,2848.73,2848.73,230700.0
2024年08月26日,2855.47,2860.66,2844.38,2855.52,2855.52,227400.0
2024年08月23日,2844.77,2860.73,2839.34,2854.37,2854.37,226700.0
2024年08月22日,2856.2,2861.61,2845.5,2848.77,2848.77,245400.0
2024年08月21日,2858.94,2863.89,2848.15,2856.58,2856.58,229200.0
2024年08月20日,2895.55,2896.52,2855.33,2866.66,2866.66,263700.0
2024年08月19日,2877.95,2905.16,2877.77,2893.67,2893.67,261700.0
2024年08月16日,2877.94,2888.68,2873.06,2879.43,2879.43,263700.0
2024年08月15日,2844.2,2889.09,2839.39,2877.36,2877.36,271900.0
2024年08月14日,2866.24,2866.24,2850.4,2850.65,2850.65,217900.0
2024年08月13日,2860.41,2867.95,2845.31,2867.95,2867.95,231700.0
2024年08月12日,2858.9,2869.27,2851.29,2858.21,2858.21,244200.0
2024年08月09日,2879.87,2887.85,2862.19,2862.19,2862.19,284300.0
2024年08月08日,2864.76,2886.4,2850.88,2869.9,2869.9,289100.0
2024年08月07日,2864.01,2886.94,2857.73,2869.83,2869.83,263100.0
2024年08月06日,2878.65,2888.2,2845.33,2867.28,2867.28,297300.0
2024年08月05日,2889.36,2919.02,2860.7,2860.7,2860.7,355500.0
2024年08月02日,2913.02,2931.26,2902.72,2905.34,2905.34,312200.0
2024年08月01日,2940.12,2947.88,2928.83,2932.39,2932.39,346600.0
2024年07月31日,2877.54,2940.59,2876.3,2938.75,2938.75,412700.0
2024年07月30日,2885.22,2885.22,2865.15,2879.3,2879.3,262500.0
2024年07月29日,2889.47,2898.95,2878.58,2891.84,2891.84,256900.0
2024年07月26日,2886.0,2899.12,2875.4,2890.9,2890.9,278400.0
2024年07月25日,2891.89,2897.77,2872.85,2886.74,2886.74,274600.0
2024年07月24日,2909.15,2922.03,2894.29,2901.95,2901.95,306100.0
2024年07月23日,2960.5,2960.5,2915.37,2915.37,2915.37,296300.0
2024年07月22日,2978.19,2978.6,2946.56,2964.22,2964.22,278700.0
2024年07月19日,2963.51,2986.24,2955.12,2982.31,2982.31,280900.0
2024年07月18日,2951.14,2978.09,2937.91,2977.13,2977.13,278000.0
2024年07月17日,2970.81,2972.79,2957.95,2962.85,2962.85,282300.0
2024年07月16日,2963.9,2977.36,2959.67,2976.3,2976.3,260800.0
2024年07月15日,2963.85,2977.31,2959.13,2974.01,2974.01,269000.0
2024年07月12日,2965.61,2977.14,2963.3,2971.29,2971.29,303700.0
2024年07月11日,2957.25,2971.36,2947.4,2970.39,2970.39,328400.0
2024年07月10日,2949.03,2958.86,2935.33,2939.36,2939.36,301500.0
2024年07月09日,2919.57,2963.78,2904.04,2959.37,2959.37,315100.0
2024年07月08日,2939.84,2947.61,2917.23,2922.45,2922.45,277500.0
2024年07月05日,2954.37,2957.11,2920.21,2949.93,2949.93,272300.0
2024年07月04日,2984.83,2995.57,2955.29,2957.57,2957.57,274300.0
2024年07月03日,2995.66,2998.54,2978.07,2982.38,2982.38,246300.0
2024年07月02日,2992.86,3004.99,2989.47,2997.01,2997.01,281400.0
2024年07月01日,2965.25,2996.41,2961.86,2994.73,2994.73,297800.0
2024年06月28日,2940.3,2985.47,2939.98,2967.4,2967.4,315200.0
2024年06月27日,2962.7,2963.06,2944.9,2945.85,2945.85,270500.0
2024年06月26日,2943.45,2976.67,2933.33,2972.52,2972.52,282400.0
2024年06月25日,2962.76,2971.65,2935.54,2950.0,2950.0,273200.0
2024年06月24日,2982.83,2990.64,2960.13,2963.1,2963.1,298700.0
2024年06月21日,2998.24,3011.91,2985.93,2998.14,2998.14,255000.0
2024年06月20日,3015.72,3028.51,3001.77,3005.44,3005.44,295500.0
2024年06月19日,3029.1,3030.23,3015.33,3018.05,3018.05,261300.0
2024年06月18日,3015.07,3031.98,3012.52,3030.25,3030.25,273600.0
2024年06月17日,3017.72,3026.62,3012.04,3015.89,3015.89,295800.0
2024年06月14日,3020.96,3037.91,3011.58,3032.63,3032.63,348700.0
2024年06月13日,3038.09,3040.4,3022.82,3028.92,3028.92,297900.0
2024年06月12日,3025.3,3042.04,3021.31,3037.47,3037.47,279500.0
2024年06月11日,3042.13,3043.2,3013.86,3028.04,3028.04,310500.0
2024年06月07日,3053.92,3065.02,3031.04,3051.28,3051.28,316300.0
2024年06月06日,3069.44,3077.67,3040.83,3048.79,3048.79,369900.0
2024年06月05日,3086.05,3092.35,3064.74,3065.4,3065.4,290500.0
2024年06月04日,3071.32,3095.32,3063.59,3091.2,3091.2,309300.0
2024年06月03日,3085.98,3097.2,3061.28,3078.49,3078.49,357600.0
2024年05月31日,3094.76,3107.6,3086.81,3086.81,3086.81,276100.0
2024年05月30日,3103.71,3121.22,3085.38,3091.68,3091.68,302400.0
2024年05月29日,3108.03,3128.14,3100.98,3111.02,3111.02,290000.0
2024年05月28日,3122.39,3130.31,3106.36,3109.57,3109.57,310100.0
2024年05月27日,3094.14,3125.51,3091.99,3124.04,3124.04,319400.0
2024年05月24日,3110.75,3130.43,3087.79,3088.87,3088.87,306500.0
2024年05月23日,3149.88,3150.63,3110.28,3116.39,3116.39,353900.0
2024年05月22日,3157.19,3166.92,3152.46,3158.54,3158.54,354100.0
2024年05月21日,3164.68,3165.22,3148.34,3157.97,3157.97,335800.0
2024年05月20日,3156.15,3174.27,3155.99,3171.15,3171.15,426900.0
2024年05月17日,3121.71,3154.03,3116.78,3154.03,3154.03,383900.0
2024年05月16日,3127.18,3137.88,3116.16,3122.4,3122.4,367400.0
2024年05月15日,3141.25,3142.97,3117.93,3119.9,3119.9,321000.0
2024年05月14日,3148.85,3155.81,3137.61,3145.77,3145.77,343500.0
2024年05月13日,3139.48,3157.37,3126.17,3148.02,3148.02,397000.0
2024年05月10日,3158.59,3163.14,3137.15,3154.55,3154.55,384300.0
2024年05月09日,3128.16,3158.47,3128.16,3154.32,3154.32,360900.0
2024年05月08日,3141.49,3144.99,3126.17,3128.48,3128.48,334000.0
2024年05月07日,3139.66,3151.22,3133.69,3147.74,3147.74,379100.0
2024年05月06日,3132.51,3142.38,3126.77,3140.72,3140.72,450700.0
2024年04月30日,3110.16,3123.29,3104.29,3104.82,3104.82,440200.0
2024年04月29日,3086.68,3119.69,3080.59,3113.04,3113.04,506900.0
2024年04月26日,3054.98,3092.43,3054.98,3088.64,3088.64,439400.0
2024年04月25日,3037.93,3060.26,3034.65,3052.9,3052.9,292300.0
2024年04月24日,3029.4,3045.64,3019.12,3044.82,3044.82,305300.0
2024年04月23日,3038.61,3044.94,3016.52,3021.98,3021.98,325600.0
2024年04月22日,3059.06,3078.42,3042.54,3044.59,3044.59,357200.0
2024年04月19日,3060.3,3080.32,3055.06,3065.26,3065.26,375500.0
2024年04月18日,3060.03,3102.55,3057.76,3074.23,3074.23,416300.0
2024年04月17日,3008.06,3071.38,3002.06,3071.38,3071.38,413400.0
2024年04月16日,3043.55,3052.44,3005.34,3007.07,3007.07,448100.0
2024年04月15日,3013.67,3066.94,2995.54,3057.38,3057.38,461200.0
2024年04月12日,3035.58,3043.56,3014.83,3019.47,3019.47,334200.0
2024年04月11日,3013.57,3050.34,3009.9,3034.25,3034.25,340900.0
2024年04月10日,3045.96,3049.61,3013.59,3027.33,3027.33,349000.0
2024年04月09日,3044.61,3051.58,3033.21,3048.54,3048.54,333500.0
2024年04月08日,3057.33,3077.35,3045.47,3047.05,3047.05,402900.0
2024年04月03日,3074.89,3079.02,3057.4,3069.3,3069.3,363200.0
2024年04月02日,3076.88,3085.54,3063.98,3074.96,3074.96,367300.0
2024年04月01日,3049.02,3078.49,3049.02,3077.38,3077.38,375400.0
2024年03月29日,3008.38,3041.3,3008.17,3041.17,3041.17,334800.0
2024年03月28日,2988.59,3033.37,2984.12,3010.66,3010.66,353200.0
2024年03月27日,3026.81,3030.45,2993.14,2993.14,2993.14,343200.0
2024年03月26日,3026.92,3036.49,3006.26,3031.48,3031.48,345900.0
2024年03月25日,3040.5,3065.26,3026.31,3026.31,3026.31,387500.0
2024年03月22日,3070.55,3073.21,3027.76,3048.03,3048.03,394700.0
2024年03月21日,3084.41,3090.05,3069.27,3077.11,3077.11,366900.0
2024年03月20日,3058.65,3081.75,3056.65,3079.69,3079.69,349200.0
2024年03月19日,3077.98,3090.05,3062.63,3062.76,3062.76,384100.0
2024年03月18日,3057.21,3085.31,3055.92,3084.93,3084.93,406700.0
2024年03月15日,3031.52,3056.45,3023.22,3054.64,3054.64,360300.0
2024年03月14日,3042.41,3060.0,3020.64,3038.23,3038.23,364100.0
2024年03月13日,3053.34,3061.95,3031.9,3043.83,3043.83,365000.0
2024年03月12日,3068.18,3075.13,3044.86,3055.94,3055.94,415700.0
2024年03月11日,3042.62,3068.46,3035.45,3068.46,3068.46,356500.0
2024年03月08日,3026.17,3049.19,3016.9,3046.02,3046.02,319200.0
2024年03月07日,3040.21,3063.69,3023.12,3027.4,3027.4,377200.0
2024年03月06日,3041.75,3060.56,3034.35,3039.93,3039.93,341000.0
2024年03月05日,3027.1,3052.54,3022.18,3047.79,3047.79,383500.0
2024年03月04日,3026.61,3040.34,3007.68,3039.31,3039.31,387800.0
2024年03月01日,3013.82,3032.23,3003.76,3027.02,3027.02,379100.0
2024年02月29日,2943.62,3015.17,2943.62,3015.17,3015.17,409700.0
2024年02月28日,3016.26,3031.49,2957.85,2957.85,2957.85,544100.0
2024年02月27日,2966.42,3015.48,2961.15,3015.48,3015.48,373000.0
2024年02月26日,3002.12,3009.48,2967.06,2977.02,2977.02,409000.0
2024年02月23日,2992.91,3009.14,2979.97,3004.88,3004.88,380100.0
2024年02月22日,2945.45,2988.36,2944.5,2988.36,2988.36,354100.0
2024年02月21日,2906.02,2994.61,2898.05,2950.96,2950.96,444200.0
2024年02月20日,2902.88,2927.31,2887.47,2922.73,2922.73,350100.0
2024年02月19日,2886.59,2910.54,2867.71,2910.54,2910.54,459000.0
2024年02月08日,2832.49,2867.47,2827.9,2865.9,2865.9,531100.0
2024年02月07日,2791.51,2829.7,2770.53,2829.7,2829.7,547100.0
2024年02月06日,2680.49,2802.93,2669.67,2789.49,2789.49,502800.0
2024年02月05日,2716.08,2739.74,2635.09,2702.19,2702.19,479000.0
