日期,开市,最高,最低,关盘,调整后的收市价,成交量
2023年10月30日,17.43,17.43,17.43,17.43,17.43,
2023年10月27日,17.45,17.45,17.45,17.45,17.45,
2023年10月26日,17.45,17.45,17.45,17.45,17.45,30.0
2023年10月25日,17.4,17.4,17.4,17.4,17.4,
2023年10月24日,17.4,17.4,17.4,17.4,17.4,50.0
2023年10月23日,17.33,17.33,17.33,17.33,17.33,
2023年10月20日,17.33,17.33,17.33,17.33,17.33,
2023年10月19日,17.33,17.33,17.33,17.33,17.33,
2023年10月18日,17.33,17.33,17.33,17.33,17.33,
2023年10月17日,17.33,17.33,17.33,17.33,17.33,13.0
2023年10月16日,17.29,17.29,17.29,17.29,17.29,
2023年10月13日,17.29,17.29,17.29,17.29,17.29,
2023年10月12日,17.29,17.29,17.29,17.29,17.29,50.0
2023年10月11日,17.24,17.24,17.24,17.24,17.24,
2023年10月10日,17.24,17.24,17.24,17.24,17.24,
2023年10月09日,17.24,17.24,17.24,17.24,17.24,
2023年10月06日,17.24,17.24,17.24,17.24,17.24,
2023年10月05日,17.24,17.24,17.24,17.24,17.24,
2023年10月04日,17.24,17.24,17.24,17.24,17.24,
2023年10月03日,17.25,17.25,17.25,17.25,17.25,
2023年10月02日,17.25,17.25,17.25,17.25,17.25,
2023年09月29日,17.25,17.25,17.25,17.25,17.25,200.0
2023年09月28日,17.22,17.22,17.2,17.21,17.21,200.0
2023年09月27日,17.18,17.18,17.18,17.18,17.18,93.0
2023年09月26日,17.2,17.2,17.2,17.2,17.2,
2023年09月25日,17.2,17.2,17.2,17.2,17.2,
2023年09月22日,17.2,17.2,17.2,17.2,17.2,
2023年09月21日,17.2,17.2,17.2,17.2,17.2,65.0
2023年09月20日,17.24,17.24,17.2,17.24,17.24,751.0
2023年09月19日,17.25,17.25,17.25,17.25,17.25,100.0
2023年09月18日,17.25,17.25,17.25,17.25,17.25,100.0
2023年09月15日,17.06,17.06,17.06,17.06,17.06,1000.0
2023年09月14日,17.06,17.06,17.06,17.06,17.06,
2023年09月13日,17.06,17.06,17.06,17.06,17.06,
2023年09月12日,17.06,17.06,17.06,17.06,17.06,
2023年09月11日,17.06,17.06,17.06,17.06,17.06,
2023年09月08日,17.06,17.06,17.06,17.06,17.06,
2023年09月07日,17.06,17.06,17.06,17.06,17.06,
2023年09月06日,17.06,17.06,17.06,17.06,17.06,
2023年09月05日,17.06,17.06,17.06,17.06,17.06,
2023年09月01日,17.06,17.06,17.06,17.06,17.06,
2023年08月31日,17.06,17.06,17.06,17.06,17.06,
2023年08月30日,17.06,17.06,17.06,17.06,17.06,
2023年08月29日,17.06,17.06,17.06,17.06,17.06,
2023年08月28日,17.06,17.06,17.06,17.06,17.06,
2023年08月25日,17.06,17.06,17.06,17.06,17.06,
2023年08月24日,17.06,17.06,17.06,17.06,17.06,
2023年08月23日,17.06,17.06,17.06,17.06,17.06,
2023年08月22日,17.06,17.06,17.06,17.06,17.06,100.0
2023年08月21日,17.05,17.05,17.05,17.05,17.05,
2023年08月18日,17.05,17.05,17.05,17.05,17.05,
2023年08月17日,17.05,17.05,17.05,17.05,17.05,
2023年08月16日,17.05,17.05,17.05,17.05,17.05,
2023年08月15日,17.05,17.05,17.05,17.05,17.05,
2023年08月14日,17.05,17.05,17.05,17.05,17.05,1.0
2023年08月11日,17.07,17.07,17.07,17.07,17.07,
2023年08月10日,17.07,17.07,17.07,17.07,17.07,150.0
2023年08月09日,17.07,17.07,17.07,17.07,17.07,270.0
2023年08月08日,17.07,17.07,17.07,17.07,17.07,
2023年08月07日,17.07,17.07,17.07,17.07,17.07,
2023年08月04日,17.07,17.07,17.07,17.07,17.07,
2023年08月03日,17.08,17.08,17.08,17.08,17.08,
2023年08月02日,17.08,17.08,17.08,17.08,17.08,
2023年08月01日,17.08,17.08,17.08,17.08,17.08,20.0
2023年07月31日,16.99,16.99,16.99,16.99,16.99,
2023年07月28日,16.99,16.99,16.99,16.99,16.99,
2023年07月27日,16.99,16.99,16.99,16.99,16.99,
2023年07月26日,16.99,16.99,16.99,16.99,16.99,
2023年07月25日,16.98,17.0,16.98,16.99,16.99,149.0
2023年07月24日,17.03,17.05,17.03,17.05,17.05,120.0
2023年07月21日,17.04,17.04,17.04,17.04,17.04,
2023年07月20日,17.04,17.04,17.04,17.04,17.04,20.0
2023年07月19日,16.99,17.0,16.99,16.99,16.99,150.0
2023年07月18日,16.93,16.93,16.93,16.93,16.93,
2023年07月17日,16.93,16.93,16.93,16.93,16.93,20.0
2023年07月14日,16.92,16.92,16.92,16.92,16.92,20.0
2023年07月13日,16.85,16.85,16.85,16.85,16.85,500.0
2023年07月12日,16.85,16.85,16.85,16.85,16.85,
2023年07月11日,16.85,16.85,16.85,16.85,16.85,
2023年07月10日,16.85,16.85,16.85,16.85,16.85,
2023年07月07日,16.85,16.85,16.85,16.85,16.85,
2023年07月06日,16.85,16.85,16.85,16.85,16.85,400.0
2023年07月05日,16.85,16.85,16.85,16.85,16.85,
2023年07月03日,16.85,16.85,16.85,16.85,16.85,
2023年06月30日,16.83,16.85,16.83,16.85,16.85,450.0
2023年06月29日,16.85,16.89,16.85,16.89,16.89,200.0
2023年06月28日,16.89,16.89,16.89,16.89,16.89,
2023年06月27日,16.89,16.89,16.89,16.89,16.89,
2023年06月26日,16.89,16.89,16.89,16.89,16.89,
2023年06月23日,16.89,16.89,16.89,16.89,16.89,
2023年06月22日,16.89,16.89,16.89,16.89,16.89,
2023年06月21日,16.89,16.89,16.89,16.89,16.89,
2023年06月20日,16.89,16.89,16.89,16.89,16.89,320.0
2023年06月16日,17.41,17.41,17.41,17.41,17.41,100.0
2023年06月15日,17.41,17.41,17.41,17.41,17.41,
2023年06月14日,17.41,17.41,17.41,17.41,17.41,
2023年06月13日,17.41,17.41,17.41,17.41,17.41,
2023年06月12日,17.41,17.41,17.41,17.41,17.41,
2023年06月09日,17.41,17.41,17.41,17.41,17.41,
2023年06月08日,17.41,17.41,17.41,17.41,17.41,
2023年06月07日,17.41,17.41,17.41,17.41,17.41,
2023年06月06日,17.35,17.41,17.35,17.41,17.41,31.0
2023年06月05日,17.4,17.4,17.4,17.4,17.4,
2023年06月02日,17.4,17.4,17.4,17.4,17.4,
2023年06月01日,17.4,17.4,17.4,17.4,17.4,
2023年05月31日,17.4,17.41,17.4,17.4,17.4,250.0
2023年05月30日,17.39,17.39,17.39,17.39,17.39,619.0
2023年05月26日,17.39,17.39,17.39,17.39,17.39,
2023年05月25日,17.39,17.39,17.39,17.39,17.39,
2023年05月24日,17.39,17.39,17.39,17.39,17.39,
2023年05月23日,17.39,17.39,17.39,17.39,17.39,
2023年05月22日,17.39,17.39,17.39,17.39,17.39,
2023年05月19日,17.39,17.39,17.39,17.39,17.39,100.0
2023年05月18日,17.39,17.39,17.39,17.39,17.39,500.0
2023年05月17日,17.38,17.38,17.38,17.38,17.38,800.0
2023年05月16日,17.33,17.33,17.33,17.33,17.33,
2023年05月15日,17.33,17.33,17.33,17.33,17.33,1.0
2023年05月12日,17.32,17.32,17.32,17.32,17.32,20.0
2023年05月11日,17.31,17.32,17.3,17.31,17.31,267.0
2023年05月10日,17.28,17.3,17.27,17.27,17.27,159.0
2023年05月09日,17.27,17.27,17.27,17.27,17.27,10.0
2023年05月08日,17.25,17.25,17.25,17.25,17.25,
2023年05月05日,17.25,17.25,17.25,17.25,17.25,200.0
2023年05月04日,17.33,17.33,17.25,17.27,17.27,1705.0
2023年05月03日,17.25,17.25,17.25,17.25,17.25,
2023年05月02日,17.25,17.25,17.25,17.25,17.25,760.0
2023年05月01日,17.25,17.25,17.25,17.25,17.25,525.0
2023年04月28日,17.37,17.37,17.25,17.25,17.25,3050.0
2023年04月27日,17.35,17.35,17.35,17.35,17.35,150.0
2023年04月26日,17.37,17.37,17.3,17.32,17.32,300.0
2023年04月25日,17.35,17.35,17.35,17.35,17.35,
2023年04月24日,17.35,17.35,17.35,17.35,17.35,
2023年04月21日,17.35,17.35,17.35,17.35,17.35,100.0
2023年04月20日,17.3,17.3,17.3,17.3,17.3,150.0
2023年04月19日,17.3,17.3,17.3,17.3,17.3,100.0
2023年04月18日,17.3,17.3,17.3,17.3,17.3,50.0
2023年04月17日,17.25,17.25,17.25,17.25,17.25,50.0
2023年04月14日,17.3,17.3,17.23,17.27,17.27,250.0
2023年04月13日,17.25,17.25,17.25,17.25,17.25,352.0
2023年04月12日,17.3,17.3,17.3,17.3,17.3,50.0
2023年04月11日,17.25,17.25,17.25,17.25,17.25,1000.0
2023年04月10日,17.27,17.27,17.25,17.25,17.25,160.0
2023年04月06日,17.25,17.25,17.25,17.25,17.25,
2023年04月05日,17.3,17.3,17.25,17.27,17.27,275.0
2023年04月04日,17.3,17.3,17.2,17.24,17.24,225.0
2023年04月03日,17.3,17.33,17.3,17.32,17.32,100.0
2023年03月31日,17.25,17.25,17.24,17.25,17.25,700.0
2023年03月30日,17.25,17.25,17.24,17.24,17.24,350.0
2023年03月29日,17.25,17.25,17.25,17.25,17.25,1425.0
2023年03月28日,17.3,17.3,17.3,17.3,17.3,50.0
2023年03月27日,17.2,17.25,17.2,17.23,17.23,100.0
2023年03月24日,17.15,17.19,17.15,17.17,17.17,174.0
2023年03月23日,17.25,17.25,17.19,17.23,17.23,928.0
2023年03月22日,17.23,17.23,17.22,17.23,17.23,352.0
2023年03月21日,17.25,17.25,17.15,17.23,17.23,800.0
2023年03月20日,17.21,17.25,17.2,17.2,17.2,300.0
2023年03月17日,17.88,17.88,17.88,17.88,17.88,201.0
2023年03月16日,17.89,17.89,17.89,17.89,17.89,
2023年03月15日,17.9,17.9,17.9,17.9,17.9,1.0
2023年03月14日,17.76,17.76,17.76,17.76,17.76,1.0
2023年03月13日,17.95,17.95,17.86,17.86,17.86,1.0
2023年03月10日,17.86,17.86,17.86,17.86,17.86,
2023年03月09日,17.86,17.86,17.86,17.86,17.86,
2023年03月08日,17.86,17.86,17.86,17.86,17.86,
2023年03月07日,17.86,17.86,17.86,17.86,17.86,
2023年03月06日,17.86,17.86,17.86,17.86,17.86,
2023年03月03日,17.86,17.86,17.86,17.86,17.86,100.0
2023年03月02日,17.85,17.85,17.85,17.85,17.85,10.0
2023年03月01日,17.83,17.83,17.83,17.83,17.83,
2023年02月28日,17.83,17.83,17.83,17.83,17.83,
2023年02月27日,17.83,17.83,17.83,17.83,17.83,
2023年02月24日,17.83,17.83,17.83,17.83,17.83,25.0
2023年02月23日,17.86,17.86,17.86,17.86,17.86,25.0
2023年02月22日,17.75,17.75,17.75,17.75,17.75,100.0
2023年02月21日,17.8,17.8,17.8,17.8,17.8,
2023年02月17日,17.8,17.8,17.8,17.8,17.8,950.0
2023年02月16日,17.74,17.74,17.74,17.74,17.74,
2023年02月15日,17.73,17.73,17.73,17.73,17.73,
2023年02月14日,17.72,17.72,17.72,17.72,17.72,
2023年02月13日,17.72,17.72,17.72,17.72,17.72,
2023年02月10日,17.72,17.72,17.72,17.72,17.72,
2023年02月09日,17.72,17.72,17.72,17.72,17.72,
2023年02月08日,17.69,17.76,17.69,17.72,17.72,741.0
2023年02月07日,17.69,17.69,17.69,17.69,17.69,
2023年02月06日,17.55,17.75,17.55,17.69,17.69,2660.0
2023年02月03日,17.52,17.54,17.52,17.54,17.54,2898.0
2023年02月02日,17.5,17.56,17.49,17.5,17.5,54.0
2023年02月01日,17.45,17.45,17.45,17.45,17.45,
2023年01月31日,17.45,17.45,17.45,17.45,17.45,
2023年01月30日,17.45,17.45,17.45,17.45,17.45,1.0
2023年01月27日,17.45,17.47,17.42,17.43,17.43,142.0
2023年01月26日,17.45,17.45,17.4,17.41,17.41,191.0
2023年01月25日,17.44,17.44,17.44,17.44,17.44,2.0
2023年01月24日,17.43,17.44,17.43,17.43,17.43,184.0
2023年01月23日,17.41,17.43,17.41,17.42,17.42,20.0
2023年01月20日,17.43,17.43,17.43,17.43,17.43,10.0
2023年01月19日,17.4,17.4,17.4,17.4,17.4,510.0
2023年01月18日,17.4,17.41,17.4,17.4,17.4,105.0
2023年01月17日,17.44,17.45,17.4,17.42,17.42,397.0
2023年01月13日,17.4,17.45,17.4,17.4,17.4,552.0
2023年01月12日,17.46,17.46,17.4,17.41,17.41,239.0
2023年01月11日,17.45,17.45,17.45,17.45,17.45,361.0
2023年01月10日,17.45,17.45,17.45,17.45,17.45,310.0
2023年01月09日,17.45,17.45,17.45,17.45,17.45,750.0
2023年01月06日,17.45,17.45,17.4,17.44,17.44,1106.0
2023年01月05日,17.41,17.45,17.4,17.44,17.44,326.0
2023年01月04日,17.34,17.35,17.34,17.35,17.35,82.0
2023年01月03日,17.34,17.34,17.34,17.34,17.34,10.0
2022年12月30日,17.27,17.27,17.27,17.27,17.27,20.0
2022年12月29日,17.28,17.28,17.26,17.26,17.26,51.0
2022年12月28日,17.27,17.27,17.27,17.27,17.27,
2022年12月27日,17.27,17.27,17.27,17.27,17.27,
2022年12月23日,17.27,17.27,17.27,17.27,17.27,
2022年12月22日,17.27,17.27,17.27,17.27,17.27,10.0
2022年12月21日,17.26,17.26,17.22,17.22,17.22,510.0
2022年12月20日,17.25,17.25,17.25,17.25,17.25,
2022年12月19日,17.29,17.29,17.25,17.25,17.25,260.0
2022年12月16日,17.01,17.01,17.01,17.01,17.01,250.0
2022年12月15日,17.0,17.0,17.0,17.0,17.0,
2022年12月14日,17.0,17.0,17.0,17.0,17.0,
2022年12月13日,17.0,17.0,17.0,17.0,17.0,
2022年12月12日,17.0,17.0,17.0,17.0,17.0,
2022年12月09日,17.0,17.0,17.0,17.0,17.0,
2022年12月08日,17.0,17.0,17.0,17.0,17.0,50.0
2022年12月07日,17.0,17.0,17.0,17.0,17.0,50.0
2022年12月06日,16.93,16.93,16.93,16.93,16.93,
2022年12月05日,16.93,16.93,16.93,16.93,16.93,
2022年12月02日,16.93,16.93,16.93,16.93,16.93,
2022年12月01日,16.93,16.93,16.93,16.93,16.93,
2022年11月30日,16.93,16.93,16.93,16.93,16.93,
2022年11月29日,16.93,16.93,16.93,16.93,16.93,
2022年11月28日,16.93,16.93,16.93,16.93,16.93,
2022年11月25日,16.93,16.93,16.93,16.93,16.93,
2022年11月23日,16.93,16.93,16.93,16.93,16.93,
2022年11月22日,16.93,16.93,16.93,16.93,16.93,
2022年11月21日,16.93,16.93,16.93,16.93,16.93,
2022年11月18日,16.93,16.93,16.93,16.93,16.93,
2022年11月17日,16.93,16.93,16.93,16.93,16.93,
2022年11月16日,16.93,16.93,16.93,16.93,16.93,
2022年11月15日,16.93,16.93,16.93,16.93,16.93,
2022年11月14日,16.93,16.93,16.93,16.93,16.93,
2022年11月11日,16.93,16.93,16.93,16.93,16.93,10.0
2022年11月10日,16.86,16.86,16.86,16.86,16.86,
2022年11月09日,16.86,16.86,16.86,16.86,16.86,
2022年11月08日,16.86,16.86,16.86,16.86,16.86,
2022年11月07日,16.86,16.86,16.86,16.86,16.86,
2022年11月04日,16.86,16.86,16.86,16.86,16.86,
2022年11月03日,16.86,16.86,16.86,16.86,16.86,
2022年11月02日,16.86,16.86,16.86,16.86,16.86,
2022年11月01日,16.86,16.86,16.86,16.86,16.86,
2022年10月31日,16.86,16.86,16.86,16.86,16.86,
2022年10月28日,16.86,16.86,16.86,16.86,16.86,
2022年10月27日,16.86,16.86,16.86,16.86,16.86,
2022年10月26日,16.86,16.86,16.86,16.86,16.86,
2022年10月25日,16.86,16.86,16.86,16.86,16.86,10.0
2022年10月24日,16.9,16.9,16.9,16.9,16.9,10.0
2022年10月21日,16.9,16.9,16.9,16.9,16.9,
2022年10月20日,16.9,16.9,16.9,16.9,16.9,250.0
2022年10月19日,16.88,16.88,16.88,16.88,16.88,
2022年10月18日,16.88,16.88,16.88,16.88,16.88,
2022年10月17日,16.9,16.9,16.85,16.88,16.88,15.0
2022年10月14日,16.89,16.89,16.89,16.89,16.89,
2022年10月13日,16.9,16.9,16.89,16.89,16.89,6.0
2022年10月12日,16.85,16.85,16.85,16.85,16.85,
2022年10月11日,16.85,16.85,16.85,16.85,16.85,31.0
2022年10月10日,16.85,16.85,16.85,16.85,16.85,350.0
2022年10月07日,16.99,16.99,16.9,16.94,16.94,240.0
2022年10月06日,16.99,16.99,16.99,16.99,16.99,
2022年10月05日,16.99,16.99,16.99,16.99,16.99,
2022年10月04日,16.99,16.99,16.99,16.99,16.99,
2022年10月03日,17.0,17.0,16.99,16.99,16.99,80.0
2022年09月30日,16.95,17.02,16.95,16.98,16.98,190.0
2022年09月29日,16.93,16.99,16.93,16.98,16.98,65.0
2022年09月28日,17.04,17.04,17.04,17.04,17.04,
2022年09月27日,17.07,17.07,17.07,17.07,17.07,
2022年09月26日,17.08,17.08,17.08,17.08,17.08,
2022年09月23日,17.03,17.08,17.03,17.08,17.08,110.0
2022年09月22日,17.09,17.09,17.09,17.09,17.09,100.0
2022年09月21日,17.1,17.1,17.1,17.1,17.1,100.0
2022年09月20日,17.04,17.04,17.04,17.04,17.04,700.0
2022年09月19日,17.02,17.02,17.02,17.02,17.02,
2022年09月16日,16.59,16.59,16.59,16.59,16.59,95.0
2022年09月15日,16.62,16.62,16.62,16.62,16.62,
2022年09月14日,16.62,16.62,16.62,16.62,16.62,
2022年09月13日,16.62,16.62,16.62,16.62,16.62,
2022年09月12日,16.62,16.62,16.62,16.62,16.62,
2022年09月09日,16.62,16.62,16.62,16.62,16.62,15.0
2022年09月08日,16.6,16.6,16.6,16.6,16.6,15.0
2022年09月07日,16.59,16.61,16.59,16.6,16.6,40.0
2022年09月06日,16.58,16.58,16.58,16.58,16.58,45.0
2022年09月02日,16.58,16.58,16.58,16.58,16.58,
2022年09月01日,16.58,16.58,16.58,16.58,16.58,10.0
2022年08月31日,16.56,16.56,16.56,16.56,16.56,
2022年08月30日,16.56,16.56,16.56,16.56,16.56,
2022年08月29日,16.56,16.56,16.56,16.56,16.56,
2022年08月26日,16.56,16.56,16.56,16.56,16.56,
2022年08月25日,16.56,16.56,16.56,16.56,16.56,
2022年08月24日,16.56,16.56,16.56,16.56,16.56,
2022年08月23日,16.56,16.56,16.56,16.56,16.56,
2022年08月22日,16.56,16.56,16.56,16.56,16.56,
2022年08月19日,16.56,16.56,16.56,16.56,16.56,10.0
2022年08月18日,16.56,16.56,16.56,16.56,16.56,
2022年08月17日,16.56,16.56,16.56,16.56,16.56,
2022年08月16日,16.56,16.56,16.56,16.56,16.56,10.0
2022年08月15日,16.54,16.54,16.54,16.54,16.54,10.0
2022年08月12日,16.5,16.5,16.5,16.5,16.5,
2022年08月11日,16.5,16.5,16.5,16.5,16.5,10.0
2022年08月10日,16.4,16.4,16.4,16.4,16.4,
2022年08月09日,16.4,16.4,16.4,16.4,16.4,175.0
2022年08月08日,16.45,16.45,16.45,16.45,16.45,
2022年08月05日,16.45,16.45,16.45,16.45,16.45,
2022年08月04日,16.45,16.46,16.45,16.45,16.45,175.0
2022年08月03日,16.39,16.39,16.39,16.39,16.39,
2022年08月02日,16.39,16.39,16.39,16.39,16.39,
2022年08月01日,16.45,16.45,16.39,16.39,16.39,500.0
2022年07月29日,16.36,16.36,16.36,16.36,16.36,10.0
2022年07月28日,16.35,16.35,16.35,16.35,16.35,
2022年07月27日,16.35,16.35,16.35,16.35,16.35,600.0
2022年07月26日,16.41,16.41,16.41,16.41,16.41,
2022年07月25日,16.41,16.41,16.41,16.41,16.41,
2022年07月22日,16.41,16.41,16.41,16.41,16.41,
2022年07月21日,16.41,16.41,16.41,16.41,16.41,
2022年07月20日,16.41,16.41,16.41,16.41,16.41,
2022年07月19日,16.41,16.41,16.41,16.41,16.41,
2022年07月18日,16.41,16.41,16.41,16.41,16.41,
2022年07月15日,16.41,16.41,16.41,16.41,16.41,100.0
2022年07月14日,16.41,16.41,16.41,16.41,16.41,500.0
2022年07月13日,16.41,16.41,16.41,16.41,16.41,200.0
2022年07月12日,16.44,16.44,16.44,16.44,16.44,
2022年07月11日,16.44,16.44,16.44,16.44,16.44,
2022年07月08日,16.44,16.44,16.44,16.44,16.44,250.0
2022年07月07日,16.49,16.49,16.49,16.49,16.49,
2022年07月06日,16.49,16.49,16.49,16.49,16.49,
2022年07月05日,16.5,16.5,16.49,16.49,16.49,475.0
2022年07月01日,16.5,16.5,16.5,16.5,16.5,
2022年06月30日,16.5,16.5,16.5,16.5,16.5,
2022年06月29日,16.5,16.5,16.5,16.5,16.5,1.0
2022年06月28日,16.44,16.5,16.44,16.48,16.48,40.0
2022年06月27日,16.42,16.42,16.42,16.42,16.42,11.0
2022年06月24日,16.33,16.33,16.33,16.33,16.33,10.0
2022年06月23日,16.39,16.39,16.39,16.39,16.39,
2022年06月22日,16.39,16.39,16.39,16.39,16.39,
2022年06月21日,16.4,16.4,16.4,16.4,16.4,
2022年06月17日,16.65,16.65,16.65,16.65,16.65,
2022年06月16日,16.62,16.62,16.62,16.62,16.62,
2022年06月15日,16.62,16.62,16.62,16.62,16.62,
2022年06月14日,16.62,16.62,16.62,16.62,16.62,
2022年06月13日,16.62,16.62,16.62,16.62,16.62,
2022年06月10日,16.62,16.62,16.62,16.62,16.62,
2022年06月09日,16.62,16.62,16.62,16.62,16.62,20.0
2022年06月08日,16.59,16.59,16.59,16.59,16.59,
2022年06月07日,16.59,16.59,16.59,16.59,16.59,20.0
2022年06月06日,16.61,16.61,16.61,16.61,16.61,
2022年06月03日,16.61,16.61,16.61,16.61,16.61,
2022年06月02日,16.61,16.61,16.61,16.61,16.61,
2022年06月01日,16.63,16.63,16.63,16.63,16.63,
2022年05月31日,16.63,16.63,16.63,16.63,16.63,
2022年05月27日,16.63,16.63,16.63,16.63,16.63,
2022年05月26日,16.6,16.63,16.6,16.63,16.63,1100.0
2022年05月25日,16.55,16.55,16.55,16.55,16.55,
2022年05月24日,16.55,16.55,16.55,16.55,16.55,
2022年05月23日,16.55,16.55,16.55,16.55,16.55,
2022年05月20日,16.55,16.55,16.55,16.55,16.55,
2022年05月19日,16.55,16.55,16.55,16.55,16.55,
2022年05月18日,16.55,16.55,16.55,16.55,16.55,
2022年05月17日,16.55,16.55,16.55,16.55,16.55,
2022年05月16日,16.55,16.55,16.55,16.55,16.55,50.0
2022年05月13日,16.55,16.55,16.51,16.51,16.51,600.0
2022年05月12日,16.55,16.55,16.45,16.47,16.47,135.0
2022年05月11日,16.55,16.55,16.55,16.55,16.55,20.0
2022年05月10日,16.44,16.44,16.44,16.44,16.44,
2022年05月09日,16.44,16.44,16.44,16.44,16.44,
2022年05月06日,16.44,16.44,16.44,16.44,16.44,
2022年05月05日,16.4,16.4,16.4,16.4,16.4,150.0
2022年05月04日,16.21,16.21,16.21,16.21,16.21,
2022年05月03日,16.21,16.21,16.21,16.21,16.21,
2022年05月02日,16.21,16.21,16.21,16.21,16.21,
2022年04月29日,16.21,16.21,16.21,16.21,16.21,
2022年04月28日,16.21,16.21,16.21,16.21,16.21,
2022年04月27日,16.21,16.21,16.21,16.21,16.21,
2022年04月26日,16.21,16.21,16.21,16.21,16.21,
2022年04月25日,16.21,16.21,16.21,16.21,16.21,
2022年04月22日,16.21,16.21,16.21,16.21,16.21,
2022年04月21日,16.21,16.21,16.21,16.21,16.21,
2022年04月20日,16.21,16.21,16.21,16.21,16.21,
2022年04月19日,16.21,16.21,16.21,16.21,16.21,
2022年04月18日,16.21,16.21,16.21,16.21,16.21,
2022年04月14日,16.21,16.21,16.21,16.21,16.21,
2022年04月13日,16.21,16.21,16.21,16.21,16.21,
2022年04月12日,16.21,16.21,16.21,16.21,16.21,
2022年04月11日,16.21,16.21,16.21,16.21,16.21,
2022年04月08日,16.15,16.21,16.15,16.21,16.21,17.0
2022年04月07日,16.3,16.3,16.3,16.3,16.3,
2022年04月06日,16.43,16.43,16.25,16.43,16.43,8.0
2022年04月05日,16.53,16.53,16.53,16.53,16.53,
2022年04月04日,16.53,16.53,16.53,16.53,16.53,
2022年04月01日,16.53,16.53,16.53,16.53,16.53,
2022年03月31日,16.53,16.53,16.53,16.53,16.53,
2022年03月30日,16.53,16.53,16.53,16.53,16.53,
2022年03月29日,16.53,16.53,16.53,16.53,16.53,250.0
2022年03月28日,16.53,16.53,16.53,16.53,16.53,250.0
2022年03月25日,16.53,16.53,16.53,16.53,16.53,390.0
2022年03月24日,16.53,16.53,16.53,16.53,16.53,160.0
2022年03月23日,16.53,16.53,16.53,16.53,16.53,
2022年03月22日,16.53,16.53,16.53,16.53,16.53,
2022年03月21日,16.53,16.53,16.53,16.53,16.53,350.0
2022年03月18日,16.37,16.53,16.37,16.53,16.53,250.0
2022年03月17日,16.53,16.53,16.53,16.53,16.53,
2022年03月16日,16.53,16.53,16.53,16.53,16.53,
2022年03月15日,16.53,16.53,16.53,16.53,16.53,
2022年03月14日,16.53,16.53,16.53,16.53,16.53,
2022年03月11日,16.53,16.53,16.53,16.53,16.53,
2022年03月10日,16.53,16.53,16.53,16.53,16.53,
2022年03月09日,16.53,16.53,16.53,16.53,16.53,
2022年03月08日,16.53,16.53,16.53,16.53,16.53,
2022年03月07日,16.53,16.53,16.53,16.53,16.53,
2022年03月04日,16.53,16.53,16.53,16.53,16.53,
2022年03月03日,16.53,16.53,16.53,16.53,16.53,
2022年03月02日,16.53,16.53,16.53,16.53,16.53,
2022年03月01日,16.53,16.53,16.53,16.53,16.53,
2022年02月28日,16.53,16.53,16.53,16.53,16.53,
2022年02月25日,16.53,16.53,16.53,16.53,16.53,
2022年02月24日,16.53,16.53,16.53,16.53,16.53,
2022年02月23日,16.53,16.53,16.53,16.53,16.53,
2022年02月22日,16.52,16.52,16.52,16.52,16.52,
2022年02月18日,16.68,16.68,16.68,16.68,16.68,
2022年02月17日,16.4,16.4,16.4,16.4,16.4,1000.0
2022年02月16日,16.35,16.35,16.35,16.35,16.35,
2022年02月15日,16.39,16.39,16.39,16.39,16.39,
2022年02月14日,16.31,16.31,16.31,16.31,16.31,
2022年02月11日,16.3,16.3,16.3,16.3,16.3,
2022年02月10日,16.3,16.3,16.3,16.3,16.3,
2022年02月09日,16.2,16.2,16.2,16.2,16.2,
2022年02月08日,16.2,16.2,16.2,16.2,16.2,
2022年02月07日,16.23,16.23,16.23,16.23,16.23,
2022年02月04日,16.34,16.34,16.34,16.34,16.34,750.0
2022年02月03日,16.21,16.21,16.21,16.21,16.21,
2022年02月02日,16.21,16.21,16.21,16.21,16.21,
2022年02月01日,16.13,16.13,16.13,16.13,16.13,250.0
2022年01月31日,16.11,16.11,16.11,16.11,16.11,
2022年01月28日,16.02,16.02,16.02,16.02,16.02,
2022年01月27日,16.04,16.04,16.04,16.04,16.04,
2022年01月26日,16.07,16.07,16.07,16.07,16.07,
2022年01月25日,16.07,16.07,16.07,16.07,16.07,
2022年01月24日,16.09,16.09,16.09,16.09,16.09,
2022年01月21日,16.05,16.05,16.05,16.05,16.05,
2022年01月20日,16.07,16.07,16.07,16.07,16.07,
2022年01月19日,16.07,16.07,16.07,16.07,16.07,
2022年01月18日,16.03,16.03,16.03,16.03,16.03,
2022年01月14日,16.1,16.1,16.1,16.1,16.1,600.0
2022年01月13日,16.1,16.1,16.1,16.1,16.1,1000.0
2022年01月12日,16.17,16.17,16.17,16.17,16.17,400.0
2022年01月11日,16.13,16.13,16.13,16.13,16.13,
2022年01月10日,16.15,16.15,16.15,16.15,16.15,
2022年01月07日,16.13,16.13,16.13,16.13,16.13,
2022年01月06日,16.15,16.15,16.15,16.15,16.15,500.0
2022年01月05日,16.25,16.25,16.25,16.25,16.25,500.0
2022年01月04日,16.05,16.05,16.05,16.05,16.05,1000.0
2022年01月03日,16.05,16.05,16.05,16.05,16.05,
2021年12月31日,16.23,16.23,16.23,16.23,16.23,
2021年12月30日,16.24,16.24,16.24,16.24,16.24,1500.0
2021年12月29日,16.24,16.24,16.24,16.24,16.24,
2021年12月28日,16.23,16.23,16.23,16.23,16.23,
